text,lang,id,createdAt,userId,hashtags,userScreenName,retweetedToId,obs
"RT @Arsenal: Barcelona, we’re thinking of you",en,898263255365296000,2017-08-17T19:20:23Z,2212379975,,uyuyanfasulye,898248636928340000,1
RT @VahidKhiali: #Barcelona https://t.co/S5TqsTdJ3t,und,898234847335862000,2017-08-17T17:27:30Z,895376162649588000,Barcelona,manolo_ordonez2,898233631604449000,1
BREAKING: ISIS Claims Responsibility For Barcelona Attack,en,898267764233777000,2017-08-17T19:38:18Z,3689307208,,FirstNewsHQ,,1
"RT @Rednatures: Barcelona, Spain https://t.co/3p3pOvwprZ",en,898936009156567000,2017-08-19T15:53:40Z,750931727523152000,,babo1091,898814019598819000,1
RT @ViktorFagerLFC: For Barcelona 🙏 https://t.co/hZT9TQmxLd,en,898939523958223000,2017-08-19T16:07:38Z,1522952977,,RousingTheKop,898939353912803000,1
@Carmen_Lomana Hoy ha habido una en Barcelona (?),es,898964647868604000,2017-08-19T17:47:28Z,853411674,,Jorge7sh,,1
@OmVArvind Will be a Barcelona player soon.,en,898945437935075000,2017-08-19T16:31:08Z,165019470,,siddhantnjain,,1
RT @FLOTUS: Thoughts and prayers to #Barcelona,en,898975964075610000,2017-08-19T18:32:26Z,3163909142,Barcelona,GinnyMangum,898225742756160000,1
Barcelona #NoTenimPor #Journalism https://t.co/b0XrEfbPFU,pt,899788102960640000,2017-08-22T00:19:35Z,4889672914,"NoTenimPor,Journalism",FunExciting,,1
@ashwade46 you in Barcelona https://t.co/aWQvvXCs5w,en,899624244098867000,2017-08-21T13:28:28Z,370904297,,LeeJermyn,,1
#islam #terror #barcelona https://t.co/M48Y5QgDVb,und,899746524850205000,2017-08-21T21:34:22Z,23139855,"islam,terror,barcelona",pjreis,,1
"RT @ItsTravelVibes: Barcelona, Spain 🇪🇸 https://t.co/ZrAmAl39tZ",en,899526638467113000,2017-08-21T07:00:37Z,782493620,,wnwinjz,899526132726342000,1
"RT @ItsTravelVibes: Barcelona, Spain 🇪🇸 https://t.co/ZrAmAl39tZ",en,899542673278747000,2017-08-21T08:04:20Z,414086659,,Norfarizaothman,899526132726342000,1
"Siurana, Charlottesville and Barcelona https://t.co/QDn3rnF7qA",und,899374011913732000,2017-08-20T20:54:08Z,51735251,,KikoPeres,,1
@Berlustinho Also Barcelona. https://t.co/ipd3IqFvAa,pt,899383377811432000,2017-08-20T21:31:21Z,336679760,,sjooietwoey,,1
RT @ActuFoot_: Barcelona 💛❤️ https://t.co/5eFjmmmyPn,pt,899353849928012000,2017-08-20T19:34:01Z,1092550934,,chireux,899337920141812000,1
RT @FLOTUS: Thoughts and prayers to #Barcelona,en,899287911262245000,2017-08-20T15:12:00Z,2296750843,Barcelona,punjabimodern1,898225742756160000,1
RT @pabloMP2P: Madrid ❤️ Barcelona https://t.co/w7xj0ImomP,es,899301857335665000,2017-08-20T16:07:25Z,272344601,,ecemap,899262271330890000,1
@larry_mayne28 @PrvNiallerHoran terrorist attack in barcelona,sv,899326096210088000,2017-08-20T17:43:44Z,768365225926091000,,saraeslava23,,1
Es triste no esperar nada del Barcelona,es,899338452608713000,2017-08-20T18:32:50Z,1485672102,,CatrielBacci,,1
RT @alex_menchaca: Make Barcelona Great Again,en,899481499355009000,2017-08-21T04:01:15Z,876995800525677000,,rhyminnoodles,899457748122960000,1
RT @LaurenJauregui: #Barcelona estoy con ustedes❤🙏🏼,es,898775778346676000,2017-08-19T05:16:58Z,3644704576,Barcelona,lawrensmine,898594215411806000,1
RT @andresiniesta8: #Barcelona ❤ https://t.co/jzB8AV1r9q,und,898769889564926000,2017-08-19T04:53:34Z,561601194,Barcelona,_hpsp,898573838853845000,1
RT @LaurenJauregui: #Barcelona estoy con ustedes❤🙏🏼,es,898779351910679000,2017-08-19T05:31:10Z,2328839730,Barcelona,ZaynieJauregui,898594215411806000,1
"RT @HendraMTHSM: Heboh tragedi Barcelona , ngalah2in Palestine 😂",in,898770761955001000,2017-08-19T04:57:02Z,167464890,,RaydoDeagustama,898733530397541000,1
RT @andresiniesta8: #Barcelona ❤ https://t.co/jzB8AV1r9q,und,898576905435271000,2017-08-18T16:06:43Z,840013382,Barcelona,mimahe_,898573838853845000,1
RT @ffdomenech: #Barcelona https://t.co/NJ537jHglI,und,898538548512666000,2017-08-18T13:34:18Z,495106825,Barcelona,Noelia7058,898271297502708000,1
RT @gerardoortiznet: 🙏🏼🙏🏼🙏🏼 #barcelona https://t.co/5rVtRkUUxB,und,898556831479419000,2017-08-18T14:46:57Z,898321633835860000,barcelona,EquipoDesignado,898340983632351000,1
RT @andresiniesta8: #Barcelona ❤ https://t.co/jzB8AV1r9q,und,898578365036331000,2017-08-18T16:12:31Z,146530626,Barcelona,Josef1010_,898573838853845000,1
#Barcelona #Cambrils #Finlandia https://t.co/MxCGLiApOo,und,898562627995132000,2017-08-18T15:09:59Z,521417091,"Barcelona,Cambrils,Finlandia",helenaasencio,,1
Multitudinaria marcha en Barcelona https://t.co/6DSAlRX9cx,und,898546417018561000,2017-08-18T14:05:34Z,3087471351,,titulame,,1
RT @ianbremmer: Barcelona. #StandWithSpain https://t.co/QEEAadM6Lc,pt,898555401247052000,2017-08-18T14:41:16Z,3423049611,StandWithSpain,Yatapost89,898543042147242000,1
RT @Benzema: #Barcelona 🙏 https://t.co/tPB7rMlCzJ,und,898518663329980000,2017-08-18T12:15:17Z,2795768462,Barcelona,d_fatemah,898495934233027000,1
RT @Pachi_Idigoras: A Barcelona https://t.co/Zaf7v2MhWm,und,898526540207723000,2017-08-18T12:46:35Z,137691417,,VICENTASG,898468907794780000,1
RT @paulagonu: #NoTincPor #Barcelona https://t.co/iTxLjV4jEb,und,898523948123665000,2017-08-18T12:36:17Z,785578795,"NoTincPor,Barcelona",anagornes,898499545100952000,1
😢🙏🕇🙏 tod@s somos Barcelona 🇪🇸 https://t.co/F0s9NxPDOg,es,898529048397271000,2017-08-18T12:56:33Z,2901107495,,gmmarga56,,1
RT @Benzema: #Barcelona 🙏 https://t.co/tPB7rMlCzJ,und,898527890777801000,2017-08-18T12:51:57Z,265051773,Barcelona,thamer_8,898495934233027000,1
RT @Benzema: #Barcelona 🙏 https://t.co/tPB7rMlCzJ,und,898512388621775000,2017-08-18T11:50:21Z,772884627400847000,Barcelona,nunitalm,898495934233027000,1
RT @TheRealLukevans: Estoy pensando en ti Barcelona.,es,898496492239037000,2017-08-18T10:47:11Z,2728959195,,teddyandco83,898270842748121000,1
RT @_tarja_: #Rambla #barcelona https://t.co/CBrblews6m,und,898508341118472000,2017-08-18T11:34:16Z,264247822,"Rambla,barcelona",Santamaria_Jana,898499543133717000,1
RT @Benzema: #Barcelona 🙏 https://t.co/tPB7rMlCzJ,und,898520684967723000,2017-08-18T12:23:19Z,443749842,Barcelona,KimSamiaa,898495934233027000,1
RT @Benzema: #Barcelona 🙏 https://t.co/tPB7rMlCzJ,und,898498593585209000,2017-08-18T10:55:32Z,897397448787845000,Barcelona,aka_wag,898495934233027000,1
RT @mario_casas_: Mi amor con Barcelona!!!!,es,898507921709036000,2017-08-18T11:32:36Z,918772153,,aboutme_cr,898224117064839000,1
"RT @OskWars: Barcelona
https://t.co/dBAZPrZJnW",pt,898517556021088000,2017-08-18T12:10:53Z,3252826311,,Prawy_a_Teczowy,898515595309830000,1
RT @Benzema: #Barcelona 🙏 https://t.co/tPB7rMlCzJ,und,898534056400499000,2017-08-18T13:16:27Z,783584228189569000,Barcelona,x_duna,898495934233027000,1
RT @LaurenJauregui: #Barcelona estoy con ustedes❤🙏🏼,es,898719641786212000,2017-08-19T01:33:54Z,4831391013,Barcelona,Fer_abrahamer25,898594215411806000,1
BARCELONA NO TEME!!! https://t.co/3zi9Njojzm,und,898728080717394000,2017-08-19T02:07:26Z,4896729293,,clemente_muniz,,1
RT @FLOTUS: Thoughts and prayers to #Barcelona,en,898734888060322000,2017-08-19T02:34:29Z,1118595930,Barcelona,juancaovi,898225742756160000,1
RT @CYNKAD: #Barcelona #NoTincPor https://t.co/gvsoQAM1cR,und,898720073786958000,2017-08-19T01:35:37Z,114511562,"Barcelona,NoTincPor",visualPetronio,898719809507951000,1
"Russia, Finland, Barcelona, too! 
https://t.co/eCXYbfB522",en,898838600652956000,2017-08-19T09:26:36Z,2615042382,,nanotechexec,,1
RT @PicPublic: #Barcelona https://t.co/AYJheyVxqf,und,898829478041747000,2017-08-19T08:50:21Z,3867945679,Barcelona,arnabch01,898250023439221000,1
RT @Berlustinho: Barcelona antifeixista 😘 https://t.co/hkPLnjIJK3,und,898834439890973000,2017-08-19T09:10:04Z,1007332824,,Emi_Palomares,898593630843044000,1
Busquets ingatkan Barcelona mustahil cari pengganti Neymar.,in,897783582176838000,2017-08-16T11:34:20Z,778495969214157000,,lucashansen75,,1
Good😂 for us Barcelona https://t.co/tFtJORQyQm,en,897829354604036000,2017-08-16T14:36:13Z,568063706,,IAmMselema,,1
Esta para el cachetaso el Barcelona,es,897935227246400000,2017-08-16T21:36:55Z,1315746528,,sosa_thomy,,1
RT @FootyMemes: Barcelona tonight... https://t.co/pqyRN9Z7tB,en,897936665905439000,2017-08-16T21:42:38Z,498427536,,Kuato_4M,897935650451620000,1
#bartomeuDimitehoy #bartomeuOut #barcelona #elclasico #messi cpabfxnjogimcasn14,in,897955083089986000,2017-08-16T22:55:49Z,499090146,"bartomeuDimitehoy,bartomeuOut,barcelona,elclasico,messi",ahmedyehiahassa,,1
Barcelona vai sofrer esse ano em kkkk,pt,897948523206935000,2017-08-16T22:29:45Z,349323338,,darlangomees,,1
Es el Barcelona este o san lorenzo?,es,897934975571378000,2017-08-16T21:35:55Z,318416458,,JoaqiiCam,,1
Barcelona is having a melt down,en,897941405439480000,2017-08-16T22:01:28Z,218833906,,TheBlvckDain,,1
"Barcelona burning without Neymar, love it.",en,897941313173246000,2017-08-16T22:01:06Z,716375868,,33since98,,1
PALIZA del Real al Barcelona. PALIZA,es,897934333855625000,2017-08-16T21:33:22Z,13044542,,flang,,1
RT @aharyw: sou do Barcelona até morrer ..,pt,897946715436790000,2017-08-16T22:22:34Z,4860666868,,arte_bel,897937715550925000,1
Wat is going on..@barcelona fc,en,897934858152010000,2017-08-16T21:35:27Z,805336329554948000,,QuameChichi,,1
Barcelona me decepcionando mais q o Flamengo,pt,897927543273247000,2017-08-16T21:06:23Z,729711368128049000,,belesmakj,,1
RT @tiagofernandez0: Que te hicieron Barcelona querido,es,897938964358812000,2017-08-16T21:51:46Z,160727287,,MauriPonce05,897935577202307000,1
This will end very bad for barcelona,en,897926817675223000,2017-08-16T21:03:30Z,83588181,,lizzo7,,1
#bartomeuDimitehoy #bartomeuOut #barcelona #elclasico #messi avwvxyxxaztcvgev15,et,897950351894037000,2017-08-16T22:37:01Z,499090146,"bartomeuDimitehoy,bartomeuOut,barcelona,elclasico,messi",ahmedyehiahassa,,1
Real Madrid 2-0 Barcelona 39' Benzema,es,897935525041947000,2017-08-16T21:38:06Z,326030438,,asporcomtr,,1
Da até pena do Barcelona KKKK,pt,897941602575958000,2017-08-16T22:02:15Z,2758382063,,TittoG013,,1
Jogo do Barcelona https://t.co/7TTgUsB5wj,pt,897944630892925000,2017-08-16T22:14:17Z,3211231283,,crfgii,,1
Real Madrid is literally crashing Barcelona,en,897937450219090000,2017-08-16T21:45:45Z,815983281380491000,,boy_kobba,,1
@jmbartomeu you have officially destroyed Barcelona,en,897956207163433000,2017-08-16T23:00:17Z,993873360,,Demhashie,,1
Barcelona has me so upset omg,en,897945733990556000,2017-08-16T22:18:40Z,3056177601,,ShantalitoG,,1
Real Madrid vai humilhar o Barcelona hoje,pt,897927635535266000,2017-08-16T21:06:45Z,498338613,,RenanCarloos,,1
RT @ShiWantsTheC: Barcelona players https://t.co/3fi0J9otBm,en,897936351307350000,2017-08-16T21:41:23Z,973194590,,_daisyyyyyd,897936266154525000,1
@RafaelH117 Hmmmmmm this's really bad for Barcelona,en,897938863699702000,2017-08-16T21:51:22Z,760707576367571000,,OMEGAHOLICC,,1
Este Barcelona necesita comprar a Neymar.,pt,897946405074907000,2017-08-16T22:21:20Z,830393995,,fabricelelous,,1
madrid realmente é mais time que barcelona,pt,897935021721363000,2017-08-16T21:36:06Z,4864297281,,diegoeusou,,1
"RT @supergirl2_: Cansada do Barcelona, merda",pt,897948003096330000,2017-08-16T22:27:41Z,4872765693,,Cassiaalexandr,897927831623094000,1
Quiero llorar que le pasa al Barcelona?,es,897946295993721000,2017-08-16T22:20:54Z,2154897175,,mendeshugsx,,1
barcelona vai me trazer problemas cardíacos,pt,897931020342657000,2017-08-16T21:20:12Z,761672832782926000,,VeronicaCassol1,,1
#bartomeuDimiteYa #bartomeuOut #barcelona #elclasico #messi skwdvgtwyqwcidei17,vi,897981804996694000,2017-08-17T00:42:00Z,897884798219367000,"bartomeuDimiteYa,bartomeuOut,barcelona,elclasico,messi",_bartomeuout_,,1
#bartomeuDimiteYa #bartomeuOut #barcelona #elclasico #messi enycpuwmgjzvenmw49,cs,897981725292286000,2017-08-17T00:41:41Z,897884798219367000,"bartomeuDimiteYa,bartomeuOut,barcelona,elclasico,messi",_bartomeuout_,,1
#bartomeuDimiteYa #bartomeuOut #barcelona #elclasico #messi udaweyimoysnfvqr38,ht,897984761964237000,2017-08-17T00:53:45Z,897884798219367000,"bartomeuDimiteYa,bartomeuOut,barcelona,elclasico,messi",_bartomeuout_,,1
#bartomeuDimiteYa #bartomeuOut #barcelona #elclasico #messi mmjxswbmknavvkyx3,eu,897981859522638000,2017-08-17T00:42:13Z,897884798219367000,"bartomeuDimiteYa,bartomeuOut,barcelona,elclasico,messi",_bartomeuout_,,1
RT @hbentu: Márcio Araújo no Barcelona amanhã,pt,897976415311844000,2017-08-17T00:20:35Z,2798761624,,rmadrixd,897975851274338000,1
#bartomeuDimiteYa #bartomeuOut #barcelona #elclasico #messi sxrtxsxzonzwmbtr53,vi,897979640727429000,2017-08-17T00:33:24Z,897884798219367000,"bartomeuDimiteYa,bartomeuOut,barcelona,elclasico,messi",_bartomeuout_,,1
Real Madrid fucking fucked up Barcelona,en,897975324805354000,2017-08-17T00:16:15Z,851886787656118000,,JamieSpurs7,,1
RT @benjeelo: GCB should take over Barcelona.🤦🏿‍♂️,en,898103121037189000,2017-08-17T08:44:04Z,811698749550432000,,iammr_markin,897950336421306000,1
RT @pabloMP2P: Madrid ❤️ Barcelona https://t.co/w7xj0ImomP,es,899583941031711000,2017-08-21T10:48:19Z,267405610,,tomtomaquet,899262271330890000,1
"RT @WorIdTravels: Barcelona, Spain 🇪🇸 https://t.co/yLTM6jm0DS",en,899569860744811000,2017-08-21T09:52:22Z,962904110,,MartaGoms,899477663261352000,1
Dynamic Hotels Caldetes Barcelona https://t.co/1Ty9k58LFt,en,901165592102699000,2017-08-25T19:33:14Z,270966641,,djmrside,,1
RT @rosariomama2000: con Barcelona! https://t.co/LBF7f6gQLw,es,901183996691964000,2017-08-25T20:46:22Z,1690860794,,javifranky64,901148537332912000,1
I guess I'm going to Barcelona! 👏🏻👏🏻,en,901244231095914000,2017-08-26T00:45:43Z,1561930933,,kieranhostetter,,1
#summer2017  #matinee #barcelona #circuitfestival https://t.co/ng3if5NNgc,und,901422233196929000,2017-08-26T12:33:02Z,905109048,"summer2017,matinee,barcelona,circuitfestival",lbertopazr84,,1
"Equal... en Barcelona, Spain https://t.co/Bo4au1kbtM",en,901380936079524000,2017-08-26T09:48:56Z,123542237,,justiinoo_JM15,,1
"RT @ExpIorecities: Barcelona, Spain 🇪🇸 https://t.co/ST5DPh0zTV",en,900515923769127000,2017-08-24T00:31:41Z,56412679,,Tatybou16,889153914259599000,1
@sporx @mikaell1903 Chelsea Barcelona Beşiktaş Apoel niocasia,ro,900656328108126000,2017-08-24T09:49:36Z,298108183,,alperenkodan,,1
shaktar-barcelona-bjk-celtic https://t.co/AHRQetv7KF,tr,900674304869847000,2017-08-24T11:01:02Z,775940515900514000,,an_sanli,,1
#PaddleBoard #Yoga #Barcelona #WHATsNEXT https://t.co/qgWYXBBo5y,und,900621448280257000,2017-08-24T07:31:00Z,40691434,"PaddleBoard,Yoga,Barcelona,WHATsNEXT",sydinc,,1
"RT @HelenaTerrones: T'estime , Barcelona  https://t.co/vfgoZuqlxr",es,899162925193146000,2017-08-20T06:55:21Z,405014141,,miquelramonclar,899020873474204000,1
Hoy todos de nuevo con Barcelona #NoTenimPor,es,901473168812118000,2017-08-26T15:55:26Z,793495733987082000,NoTenimPor,joscembe,,1
RT @PicPublic: Barcelona https://t.co/qj1vlpBX2B,pt,902119129372533000,2017-08-28T10:42:15Z,132740076,,raineoo5,902117633113432000,1
De camino a Barcelona https://t.co/hAAc2hs2YN,es,902101051922235000,2017-08-28T09:30:25Z,1365092732,,agenproasis,,1
"RT @TravelVSCO: Barcelona, Spain 🇪🇸 https://t.co/gDvxVPetUG",en,901973062731481000,2017-08-28T01:01:50Z,770100609487934000,,CASacramento916,901972663429505000,1
Dembele undergoes Barcelona medical https://t.co/qrzU5SqdDS,en,902098787015021000,2017-08-28T09:21:25Z,1106776472,,MuhammadPanjiSx,,1
@LothiansKen it's all glamour. And no Barcelona!,en,900788247370093000,2017-08-24T18:33:48Z,16905302,,_Inno,,1
RT @emily_sweett: get me to Barcelona 💃😜,en,900418758543647000,2017-08-23T18:05:35Z,866979761339478000,,tentocelca1977,885862543373324000,1
@RubenLeonSanch Cabron pareces del Barcelona..jajaja,es,900847709992747000,2017-08-24T22:30:05Z,826228580,,chuso86,,1
"RT @SquawkaNews: Group D: #UCLdraw

Juventus 🇮🇹
Barcelona 🇪🇸",in,900757918345245000,2017-08-24T16:33:17Z,2827309885,UCLdraw,gonzacepedav,900757829686100000,1
@ahmetcakar1 Barcelona yi bari duzgun yazabilseydin @ahmetcakar1,tr,900734912566841000,2017-08-24T15:01:52Z,2385083743,,MuratAvci1903,,1
"@jup1897 @JuveTopNews Juventus , Barcelona, Liverpool, Feyenoord...",nl,900735000680649000,2017-08-24T15:02:13Z,4768142240,,hendy1897,,1
Olympiacos con el Barcelona y Juve,und,900760258750161000,2017-08-24T16:42:35Z,285092665,,javiimingo,,1
"RT @khaledalnouss1: Group D: 
Juventus
Barcelona",in,900757477943165000,2017-08-24T16:31:32Z,154164503,,AlwiEr,900757388600369000,1
"@Sorusorarim Monaco
Barcelona
Beşiktaş
Csk moskova",tr,900700993255592000,2017-08-24T12:47:05Z,878420234075550000,,MelihGkalp2,,1
B. Munich Barcelona Celtic https://t.co/OQF817n6Wb,und,900693137328411000,2017-08-24T12:15:52Z,149828784,,metinmuren,,1
"Barcelona, Besiktas + Qarabag https://t.co/FHumBh60PA",in,900690503305499000,2017-08-24T12:05:24Z,771492994860065000,,zakhaniff,,1
"RT @KiingNic_SA: Ousmane Dembele 🙌🙌
Thank you Barcelona.",en,901103801632948000,2017-08-25T15:27:42Z,315820609,,Agent_AKie,901103020297118000,1
Barcelona FT currently... https://t.co/pCn2QhITrn,en,901105735203005000,2017-08-25T15:35:23Z,736552318867518000,,DiamondAsensio,,1
RT @ElizabethMM13: Presiento que hoy gana Barcelona.,es,901094616086270000,2017-08-25T14:51:12Z,153473934,,Edwardjar,901091218645541000,1
RT @BU_Unistra: #Barcelona https://t.co/ZVOXRi8uk1,und,900854588642931000,2017-08-24T22:57:25Z,358189473,Barcelona,AliceTschudy,898441091300467000,1
Barcelona ficha a Dembélé https://t.co/6lbrrfHUtj,fr,901126392124817000,2017-08-25T16:57:28Z,233320576,,LaloLunaR7,,1
OFFICIAL: Barcelona sign Dembélé https://t.co/MBdxidmFGK,fr,901153218889003000,2017-08-25T18:44:04Z,3294145525,,drunkentimes1,,1
Deuloufeu no vale para el Barcelona,und,901494991788311000,2017-08-26T17:22:09Z,896918707217326000,,LM_FCB_J10,,1
#Alavés #Barcelona #LaLigaxESPN Sábado de fútbol internacional.,es,901479741278098000,2017-08-26T16:21:33Z,2306926245,"Alavés,Barcelona,LaLigaxESPN",AleTello48,,1
RT @syrareca: #Barcelona #NoTincPor https://t.co/I0i28calXn,und,901508757477360000,2017-08-26T18:16:51Z,211078834,"Barcelona,NoTincPor",mimoiarc,901487585234702000,1
#Barcelona (إنما توعدون لواقع) [المرسلات:7],ar,901550729864909000,2017-08-26T21:03:38Z,816191089589756000,Barcelona,232_sadekss,,1
Barcelona Siap Berikan Tawaran Keempat Untuk Coutinho,in,900403222816227000,2017-08-23T17:03:51Z,861849190233555000,,neva_nuria,,1
@EduardooTorres Cruzeiro Bahia Éverton e Barcelona,pt,900389444519436000,2017-08-23T16:09:06Z,862511491882341000,,AladioRei,,1
What is doing this barcelona na???,en,900342514472948000,2017-08-23T13:02:37Z,228466727,,Iam_whales,,1
Como é pequeno o Barcelona pqp,pt,900181813896860000,2017-08-23T02:24:03Z,70693587,,Joaogrs_,,1
barcelona punyer acc kene hack rupenya😂,in,900182443071636000,2017-08-23T02:26:33Z,483791818,,amiechronic,,1
Lan Barcelona hesapları hacklenmiş zevkten kuduruyorum,tr,900180488492651000,2017-08-23T02:18:47Z,784931696,,hasancicekk7,,1
"RT @ExploreVSCO: Barcelona, Spain https://t.co/9VOMLrqjup",en,899994051684053000,2017-08-22T13:57:57Z,1531529094,,ali_guerrero10,899773110563389000,1
MMB #Barcelona @MuseuMaritim https://t.co/3fs938Rhzf,und,900045142509400000,2017-08-22T17:20:58Z,1264231986,Barcelona,Antonia_Lopez_M,,1
En barcelona esta Fair y 28C fuera.,es,900016281495253000,2017-08-22T15:26:17Z,247625775,,vidistar,,1
RT @Agus_Martinez58: #Barcelona #ramblas https://t.co/wUev24HS89,und,900038897199194000,2017-08-22T16:56:09Z,809414691013464000,"Barcelona,ramblas",anaris2013,898243165009957000,1
@KevinGilmour27 @JustMkhi Barcelona are bidding that mate.,en,900093460878959000,2017-08-22T20:32:58Z,2922083260,,UtdStyle,,1
Barcelona or Spurs 😂 https://t.co/wMl01TTsw6,ro,903136889821168000,2017-08-31T06:06:28Z,75050274,,Celousrach,,1
ULTIMA HORA!!!: COUTINHO SI AL BARCELONA!!!,pt,903255785748255000,2017-08-31T13:58:55Z,889927919790895000,,ler_rinz,,1
"RT @itstravellust: Barcelona, Spain 🇪🇸 https://t.co/v8uPs9HHzj",en,903230527645372000,2017-08-31T12:18:33Z,858345516,,beafoucesparada,902089796054422000,1
RT @D_Zolotukhin: Oramos para el #Barcelona,es,903239545411429000,2017-08-31T12:54:23Z,77899984,Barcelona,M333D0,898255733057126000,1
"RT @iIovetraveling: Barcelona, Spain 🇪🇸 https://t.co/QMgriRA4V1",en,902869087696683000,2017-08-30T12:22:19Z,261481937,,poeticvibe_,899643755191468000,1
"RT @worIds: Barcelona, Spain https://t.co/g9Hr5XSK4W",en,902956123703128000,2017-08-30T18:08:10Z,2754398949,,MaevaJblt,902954351928504000,1
"RT @WorIdTravels: Barcelona, Spain 🇪🇸 https://t.co/rpszyMSEut",en,902479160039309000,2017-08-29T10:32:53Z,421832399,,andypoetry,852917871567131000,1
"RT @ItsTravelVibes: Barcelona, Spain 🇪🇸 https://t.co/ZrAmAl39tZ",en,902487611578638000,2017-08-29T11:06:28Z,2187438788,,olaftoo,899526132726342000,1
Alguien va a la Barcelona Games World?,und,903204573313212000,2017-08-31T10:35:25Z,3374740695,,RastaModsYT,,1
Barcelona fans rn https://t.co/QTOqqjXhTt,und,893160033114043000,2017-08-03T17:22:00Z,1430402358,,HallbergJake,,1
Barcelona boladão no comunicado https://t.co/E8KUC5VwzK,pt,893156170172707000,2017-08-03T17:06:39Z,242496761,,indiedadepre,,1
@pibedale Para el Barcelona costará 222md€,es,893103292577981000,2017-08-03T13:36:32Z,250267161,,1paola8,,1
@neunzig_plus Barcelona ist ne ganz andere Hausnummer,de,893128567437111000,2017-08-03T15:16:58Z,734711203025556000,,99Schalker1904,,1
"RT @TravelsLife_: Barcelona, España. https://t.co/fbQZwphM99",es,893016260761575000,2017-08-03T07:50:42Z,852185691769516000,,CuriousPets_,861232910610960000,1
@piperlastrega Y es aquí en Barcelona?,es,893211161679811000,2017-08-03T20:45:10Z,1382800212,,paquifer1969,,1
"Good morning, Barcelona! https://t.co/EyEZfrFcnm",en,892266939946500000,2017-08-01T06:13:10Z,817266176,,AnaliaCorrea8,,1
"RT @WorIdTravels: Barcelona, Spain 🇪🇸 https://t.co/lrOllOdG05",en,892484615968969000,2017-08-01T20:38:08Z,782933777215394000,,anahibermudeez2,892482081007260000,1
Buenos dias Barcelona https://t.co/fR47KNUkgQ,es,893316942022427000,2017-08-04T03:45:30Z,592871406,,IKnewNothing,,1
torcida do barcelona é ingrata demais kkkkkk,pt,893280527087575000,2017-08-04T01:20:48Z,2729924988,,alvarolage10,,1
Weekendje weg Barcelona https://t.co/fFVNRy75J1 #weekendbarcelona,nl,893754798012609000,2017-08-05T08:45:23Z,757228570309698000,weekendbarcelona,stedentripbcn,,1
"Ultimo dia en sevilla, rumbo para BARCELONA!",es,894173653801349000,2017-08-06T12:29:46Z,242873773,,ifocuus,,1
Barcelona is burning.... https://t.co/OBijGpAMEz,en,893480779925291000,2017-08-04T14:36:32Z,83073392,,natabcn1970,,1
@Dembouz are you coming to FC Barcelona,en,894241249183638000,2017-08-06T16:58:22Z,880657842348462000,,BasharNigim,,1
@AL95Football haha barcelona is all about messi,en,892718142199394000,2017-08-02T12:06:05Z,300364793,,Dottore25,,1
Neymar to leave Barcelona https://t.co/m3MS8xrzu8,en,892768075413562000,2017-08-02T15:24:30Z,25605140,,IsaacKaledzi,,1
Neymar le dice adiós al Barcelona,ro,892781321029857000,2017-08-02T16:17:08Z,2154641622,,Diego_Acuna90,,1
Blame it on Barcelona https://t.co/ntVZ4fmmFv,en,892785146214187000,2017-08-02T16:32:20Z,153016133,,oluwafemigerman,,1
Barcelona really the villains. Everyone gloating.,en,893506650400842000,2017-08-04T16:19:20Z,39975403,,_Kaelo_,,1
Vamos a ganar la open de Barcelona.,es,893631787456266000,2017-08-05T00:36:35Z,720654443801416000,,MaxedZ,,1
@BVB @Dembouz We need u at Barcelona,en,893970100008755000,2017-08-05T23:00:55Z,885134036187984000,,Emmanue01896949,,1
"RT @ercantofficial: Barcelona: Maç duygusal,skor değil....",tr,894859535734669000,2017-08-08T09:55:13Z,408404440,,sanalakvaryum,894662489476039000,1
@FrenchFootFact please friend come to Barcelona,en,895043833469317000,2017-08-08T22:07:33Z,738650533653848000,,talitupoyie,,1
"Terbiyesiz, arsız barcelona bonzai satıcılarının takımıdır",tr,894701808916083000,2017-08-07T23:28:28Z,3289024512,,fevzidashan,,1
"@ESPNArgentina  mbappe a
 Barcelona desde peru",ro,894650462250480000,2017-08-07T20:04:26Z,764561929205523000,,gpnzaloampuero1,,1
RT @VivemosDFutebol: Pega leve Barcelona porra,pt,894630895851889000,2017-08-07T18:46:41Z,342411512,,luisfelipee02,894630443559121000,1
o barcelona ta brincando de errar gol,pt,894628882556617000,2017-08-07T18:38:41Z,829809554535875000,,kkkkkjkjj,,1
"@LarySiqueira31 Calma Lary, é o Barcelona skjssk",pt,894660700559331000,2017-08-07T20:45:07Z,3154070621,,EuPiovesan,,1
"RT @Oledobrasil: Sério, Barcelona. 

Pega leve aí.",pt,894629780158591000,2017-08-07T18:42:15Z,402651106,,BieLAlvz,894629159850451000,1
Its Santos x Barcelona all over again...,en,894646095980180000,2017-08-07T19:47:05Z,193864104,,Fantikun_,,1
E muito bom ver o Barcelona jogar,pt,894631059429745000,2017-08-07T18:47:20Z,3418986029,,fdspalloma,,1
Barcelona trazendo Paulinho é muita doideira,pt,894394366466421000,2017-08-07T03:06:48Z,2741238362,,azulsagaz,,1
@ahmetselimkul Koskoca Barcelona yı unutmuşlar ayıp,tr,894264926046474000,2017-08-06T18:32:27Z,1375477195,,MrtKarslioglu,,1
